WatershedID,ParamID,Value
10260007,4,501.0366
10260007,16,1.0670406
10260008,2,1.9407971
10260008,4,761.17554
10260008,16,2.940797
10260009,2,0.22917661
10260009,4,520.2515
10260009,16,1.2291766
10260010,2,1.1519991
10260010,4,656.17065
10260010,16,2.1519992
10260011,2,0.12174792
10260011,4,508.34012
10260011,16,1.121748
10260012,2,1.0297555
10260012,4,608.7972
10260012,16,2.0297554
10260013,2,0.034806322
10260013,4,489.07663
10260013,16,1.0348064
10260014,2,1.1348923
10260014,4,574.474
10260014,16,2.1348922
10260015,2,1.3283967
10260015,4,689.1139
10260015,16,2.3283968
10270101,2,5.765618
10270101,4,817.6176
10270101,16,6.765618
10270102,2,5.878294
10270102,4,840.58417
10270102,16,6.878294
10270103,2,6.6845455
10270103,4,877.888
10270103,16,7.6845455
10270104,2,6.8496633
10270104,4,914.5212
10270104,16,7.8496633
10270201,2,0.0
10270201,4,712.2576
10270201,16,1.0
10270202,2,0.0
10270202,4,756.5
10270202,16,1.0
10270203,2,0.0
10270203,4,708.0239
10270203,16,1.0
10270204,2,0.0
10270204,4,721.1504
10270204,16,1.0
10270205,2,3.8425741
10270205,4,802.4048
10270205,16,4.842574
10270206,2,0.0
10270206,4,687.80426
10270206,16,1.0
10270207,2,2.2995915
10270207,4,753.0995
10270207,16,3.2995915
10280101,2,7.937237
10280101,4,981.4798
10280101,16,8.937237
10280102,2,6.725865
10280102,4,989.03064
10280102,16,7.725865
10280103,2,10.320184
10280103,4,1008.3723
10280103,16,11.320184
10280201,2,8.666681
10280201,4,1042.78
10280201,16,9.666681
10280202,2,15.419822
10280202,4,1018.1169
10280202,16,16.41982
10280203,2,8.851151
10280203,4,1028.317
10280203,16,9.851151
10290101,2,6.823062
10290101,4,881.44385
10290101,16,7.823062
10290102,2,8.988178
10290102,4,995.23706
10290102,16,9.988178
10290103,2,10.892088
10290103,4,1054.8876
10290103,16,11.892088
10290104,2,8.871707
10290104,4,1102.0454
10290104,16,9.871707
10290105,2,12.548545
10290105,4,1120.5764
10290105,16,13.548545
10290106,2,16.160847
10290106,4,1157.9296
10290106,16,17.160847
10290107,2,17.248438
10290107,4,1169.7504
10290107,16,18.248438
10290108,2,8.849741
10290108,4,1034.2002
10290108,16,9.849741
10290109,2,23.27795
10290109,4,1128.0461
10290109,16,24.27795
10290110,2,40.38669
10290110,4,1163.626
10290110,16,41.38669
10290111,2,29.223648
10290111,4,1112.362
10290111,16,30.223648
10290201,2,33.50633
10290201,4,1208.2511
10290201,16,34.50633
10290202,2,38.244442
10290202,4,1201.2682
10290202,16,39.244442
10290203,2,25.2316
10290203,4,1145.4401
10290203,16,26.2316
10300101,2,6.5063496
10300101,4,1021.20416
10300101,16,7.5063496
10300102,2,21.679909
10300102,4,1080.3893
10300102,16,22.679909
10300103,2,15.553984
10300103,4,1048.5856
10300103,16,16.553984
10300104,2,7.4135866
10300104,4,1032.1344
10300104,16,8.413587
10300200,2,16.456184
10300200,4,1108.2115
10300200,16,17.456184
11010001,2,39.68085
11010001,4,1205.2726
11010001,16,40.68085
11010002,2,14.462579
11010002,4,1209.6714
11010002,16,15.462579
11010003,2,39.267223
11010003,4,1184.2333
11010003,16,40.267223
11010004,2,28.8257
11010004,4,1302.2817
11010004,16,29.8257
11010005,2,40.351574
11010005,4,1220.3158
11010005,16,41.351574
11010006,2,39.12513
11010006,4,1206.0519
11010006,16,40.12513
11010007,2,17.174112
11010007,4,1216.5729
11010007,16,18.174112
11010008,2,24.649794
11010008,4,1232.9457
11010008,16,25.649794
11010009,2,9.542021
11010009,4,1309.3958
11010009,16,10.542021
11010010,2,29.390781
11010010,4,1270.1923
11010010,16,30.390781
11010011,2,23.139565
11010011,4,1258.4458
11010011,16,24.139565
11010012,2,29.834908
11010012,4,1298.2546
11010012,16,30.834908
11010013,2,2.9582384
11010013,4,1312.1346
11010013,16,3.9582384
11010014,2,29.428492
11010014,4,1360.3275
11010014,16,30.428492
11020001,2,18.091135
11020001,4,464.4297
11020001,10,21.03506
11020001,12,33.944
11020001,16,19.091135
11020001,18,7.682
11020001,19,83.294174
11020002,2,16.274214
11020002,4,404.02722
11020002,10,15.22579
11020002,12,34.16
11020002,16,17.274214
11020002,18,9.518
11020002,19,115.55644
11020003,2,12.701825
11020003,4,434.89368
11020003,10,13.529642
11020003,12,31.928
11020003,16,13.701825
11020003,18,8.816
11020003,19,111.87193
11020004,2,0.5794056
11020004,4,354.7118
11020004,10,0.49137393
11020004,12,31.586
11020004,16,1.5794055
11020004,18,26.87
11020004,19,140.67017
11020005,2,0.038161077
11020005,4,264.5354
11020005,10,0.35311908
11020005,12,33.044
11020005,16,1.038161
11020005,18,28.85
11020005,19,172.64928
11020006,2,10.064856
11020006,4,398.88327
11020006,10,12.296254
11020006,12,34.07
11020006,16,11.064856
11020006,18,10.904
11020006,19,146.56107
11020007,2,3.2431896
11020007,4,333.41068
11020007,10,6.3880277
11020007,12,33.386
11020007,16,4.2431893
11020007,18,12.794
11020007,19,167.67984
11020008,2,0.0009391229
11020008,4,295.7324
11020008,10,0.01139185
11020008,12,30.524
11020008,16,1.0009391
11020008,18,28.292
11020008,19,181.49368
11020009,2,0.11494469
11020009,4,323.56378
11020009,10,0.52601045
11020009,12,32.72
11020009,16,1.1149447
11020009,18,28.886
11020009,19,213.58812
11020010,2,7.7912097
11020010,4,355.63724
11020010,10,10.594489
11020010,12,33.332
11020010,16,8.791209
11020010,18,12.236
11020010,19,149.27823
11020011,2,0.011657905
11020011,4,366.21628
11020011,10,0.02635548
11020011,12,29.894
11020011,16,1.011658
11020011,18,27.716
11020011,19,190.51852
11020012,2,0.00025703985
11020012,4,351.07904
11020012,10,0.005529305
11020012,12,29.786
11020012,16,1.000257
11020012,18,28.058
11020012,19,174.41844
11020013,2,0.047154646
11020013,4,349.71573
11020013,10,0.6195821
11020013,12,33.098
11020013,16,1.0471547
11020013,18,30.092
11020013,19,219.21005
11030001,2,0.046924207
11030001,4,409.76474
11030001,10,0.000889777
11030001,12,30.902
11030001,16,1.0469242
11030001,18,29.606
11030001,19,247.95372
11030002,2,0.003461611
11030002,4,429.34348
11030002,10,0.0001844
11030002,12,29.966
11030002,16,1.0034616
11030002,18,29.264
11030002,19,288.0487
11030003,2,0.04876406
11030003,4,456.666
11030003,16,1.0487641
11030004,2,0.09937723
11030004,4,573.22974
11030004,16,1.0993773
11030005,2,0.10621558
11030005,4,488.4246
11030005,16,1.1062156
11030006,2,0.029643575
11030006,4,515.0922
11030006,16,1.0296435
11030007,2,0.06055565
11030007,4,493.18158
11030007,16,1.0605557
11030008,2,0.21658477
11030008,4,517.814
11030008,16,1.2165848
11030009,2,0.049885206
11030009,4,591.8988
11030009,16,1.0498852
11030010,2,0.37417254
11030010,4,705.46063
11030010,16,1.3741726
11030011,2,0.5009387
11030011,4,639.6038
11030011,16,1.5009388
11030012,2,1.6406626
11030012,4,748.44977
11030012,16,2.6406627
11030013,2,1.3413509
11030013,4,797.2194
11030013,16,2.3413508
11030014,2,0.67597556
11030014,4,665.74457
11030014,16,1.6759756
11030015,2,1.0348461
11030015,4,692.21075
11030015,16,2.034846
11030016,2,1.2030222
11030016,4,774.1259
11030016,16,2.2030222
11030017,2,3.184799
11030017,4,812.05145
11030017,16,4.1847987
11030018,2,3.0193558
11030018,4,822.2117
11030018,16,4.019356
11040001,2,10.446686
11040001,4,377.55786
11040001,10,6.6253824
11040001,12,33.998
11040001,16,11.446686
11040001,18,31.748
11040001,19,136.53018
11040002,2,0.016580867
11040002,4,382.7225
11040002,10,0.33151698
11040002,12,33.872
11040002,16,1.0165808
11040002,18,32.918
11040002,19,170.34552
11040003,2,0.025163105
11040003,4,385.67972
11040003,10,5.58454e-05
11040003,12,33.296
11040003,16,1.025163
11040003,18,32.756
11040003,19,237.8861
11040004,2,0.011747277
11040004,4,376.14676
11040004,10,0.001042223
11040004,12,33.206
11040004,16,1.0117472
11040004,18,32.504
11040004,19,223.72827
11040005,2,0.024660043
11040005,4,372.72052
11040005,10,0.001174727
11040005,12,33.35
11040005,16,1.02466
11040005,18,30.578
11040005,19,270.68552
11040006,2,0.010752227
11040006,4,445.2569
11040006,16,1.0107522
11040007,2,0.11810615
11040007,4,479.68808
11040007,16,1.1181061
11040008,2,0.03304393
11040008,4,543.49963
11040008,16,1.033044
11050001,2,1.5464689
11050001,4,617.5306
11050001,16,2.5464687
11050002,2,3.5726335
11050002,4,764.488
11050002,16,4.5726337
11050003,2,18.171776
11050003,4,818.5033
11050003,16,19.171776
11060001,2,2.2605295
11060001,4,834.1576
11060001,16,3.2605295
11060002,2,0.2991059
11060002,4,611.4268
11060002,16,1.2991059
11060003,2,0.6367652
11060003,4,636.188
11060003,16,1.6367652
11060004,2,0.38659576
11060004,4,725.46423
11060004,16,1.3865957
11060005,2,0.5862129
11060005,4,748.4214
11060005,16,1.5862129
11060006,2,5.005137
11060006,4,801.67456
11060006,16,6.005137
11070101,2,4.065896
11070101,4,878.3847
11070101,16,5.065896
11070102,2,3.9134302
11070102,4,849.9753
11070102,16,4.91343
11070103,2,9.331929
11070103,4,1022.67224
11070103,16,10.331929
11070104,2,7.9656825
11070104,4,918.8856
11070104,16,8.965683
11070105,2,11.488772
11070105,4,1000.2561
11070105,16,12.488772
11070106,2,9.6539755
11070106,4,902.48706
11070106,16,10.6539755
11070107,2,12.702514
11070107,4,900.7342
11070107,16,13.702514
11070201,2,2.2471392
11070201,4,814.0748
11070201,16,3.2471392
11070202,2,2.4773006
11070202,4,792.888
11070202,16,3.4773006
11070203,2,1.6895535
11070203,4,797.69574
11070203,16,2.6895535
11070204,2,5.303579
11070204,4,930.35803
11070204,16,6.303579
11070205,2,5.1419344
11070205,4,1058.0881
11070205,16,6.1419344
11070206,2,9.840585
11070206,4,1133.1251
11070206,16,10.840585
11070207,2,9.818548
11070207,4,1155.3466
11070207,16,10.818548
11070208,2,30.127813
11070208,4,1196.8262
11070208,16,31.127813
11070209,2,13.983575
11070209,4,1086.5681
11070209,16,14.983575
11080001,2,17.340044
11080001,4,394.50946
11080001,10,27.798517
11080001,12,31.388
11080001,16,18.340044
11080001,18,14.468
11080001,19,108.356995
11080002,2,24.106318
11080002,4,441.61182
11080002,16,25.106318
11080003,2,6.8395867
11080003,4,395.8799
11080003,16,7.8395867
11080004,2,15.202481
11080004,4,461.06766
11080004,16,16.20248
11080005,2,2.4362469
11080005,4,352.56833
11080005,16,3.4362469
11080006,2,0.8744713
11080006,4,358.71542
11080006,16,1.8744713
11080007,2,0.69855905
11080007,4,364.45312
11080007,16,1.698559
11080008,2,0.26483482
11080008,4,361.767
11080008,16,1.2648349
11090101,2,0.0034358874
11090101,4,404.805
11090101,16,1.0034359
11090102,2,0.17298856
11090102,4,389.0919
11090102,16,1.1729885
11090103,2,0.06902716
11090103,4,390.516
11090103,16,1.0690272
11090104,2,0.20037326
11090104,4,379.3884
11090104,16,1.2003733
11090105,2,0.023049729
11090105,4,432.20505
11090105,16,1.0230497
11090106,2,0.030626858
11090106,4,499.84677
11090106,16,1.0306269
11090201,2,2.823301
11090201,4,610.52716
11090201,16,3.823301
11090202,2,5.10041
11090202,4,907.5739
11090202,16,6.10041
11090203,2,18.964725
11090203,4,971.587
11090203,16,19.964725
11090204,2,25.127607
11090204,4,1153.4407
11090204,16,26.127607
11100101,2,0.36183685
11100101,4,401.01746
11100101,16,1.3618369
11100102,2,0.010042294
11100102,4,431.40094
11100102,16,1.0100423
11100103,2,0.0004933425
11100103,4,415.55682
11100103,16,1.0004933
11100104,2,0.0025156445
11100104,4,432.59363
11100104,16,1.0025157
11100201,2,0.015639566
11100201,4,517.0913
11100201,16,1.0156395
11100202,2,0.011947011
11100202,4,495.6359
11100202,16,1.011947
11100203,2,0.20444922
11100203,4,538.8513
11100203,16,1.2044492
11100301,2,1.4054097
11100301,4,666.6897
11100301,16,2.4054096
11100302,2,13.295123
11100302,4,1009.21967
11100302,16,14.295123
11100303,2,19.641376
11100303,4,927.7277
11100303,16,20.641376
11110101,2,14.308054
11110101,4,961.2819
11110101,16,15.308054
11110102,2,17.539753
11110102,4,1104.2527
11110102,16,18.539753
11110103,2,20.81927
11110103,4,1184.0356
11110103,16,21.81927
11110104,2,17.74621
11110104,4,1198.0458
11110104,16,18.74621
11110105,2,27.71954
11110105,4,1256.2177
11110105,16,28.71954
11110201,2,28.23684
11110201,4,1263.2533
11110201,16,29.23684
11110202,2,33.58541
11110202,4,1282.3918
11110202,16,34.58541
11110203,2,17.684786
11110203,4,1275.8757
11110203,16,18.684786
11110204,2,30.806665
11110204,4,1272.8794
11110204,16,31.806665
11110205,2,29.292843
11110205,4,1304.2258
11110205,16,30.292843
11110206,2,28.932755
11110206,4,1362.584
11110206,16,29.932755
11110207,2,12.3056965
11110207,4,1299.9514
11110207,16,13.3056965
11120101,2,0.0030428432
11120101,4,431.8306
11120101,16,1.0030428
11120102,2,0.0
11120102,4,448.94458
11120102,16,1.0
11120103,2,3.3100986
11120103,4,496.17422
11120103,16,4.3100986
11120104,2,0.4135322
11120104,4,471.23355
11120104,16,1.4135323
11120105,2,1.1497209
11120105,4,527.7532
11120105,16,2.149721
11120201,2,0.43475875
11120201,4,523.4841
11120201,16,1.4347588
11120202,2,0.41140103
11120202,4,572.73157
11120202,16,1.411401
11120301,2,0.16288048
11120301,4,515.79224
11120301,16,1.1628805
11120302,2,0.86887974
11120302,4,561.55884
11120302,16,1.8688797
11120303,2,1.2351397
11120303,4,610.87933
11120303,16,2.2351396
11120304,2,0.38627836
11120304,4,579.83685
11120304,16,1.3862784
11130101,2,0.46822065
11130101,4,572.0015
11130101,16,1.4682207
11130102,2,0.45299175
11130102,4,631.37866
11130102,16,1.4529917
11130103,2,1.11816
11130103,4,528.89703
11130103,16,2.11816
11130104,2,0.70428187
11130104,4,528.85345
11130104,16,1.7042818
11130105,2,1.4858681
11130105,4,568.1016
11130105,16,2.485868
11130201,2,9.323854
11130201,4,864.30725
11130201,16,10.323854
11130202,2,2.7291224
11130202,4,697.4699
11130202,16,3.7291224
11130203,2,1.9933136
11130203,4,646.59644
11130203,16,2.9933136
11130204,2,0.949425
11130204,4,521.0175
11130204,16,1.949425
11130205,2,2.763617
11130205,4,525.63855
11130205,16,3.763617
11130206,2,0.50116336
11130206,4,618.0667
11130206,16,1.5011634
11130207,2,0.29723865
11130207,4,570.94604
11130207,16,1.2972386
11130208,2,5.447528
11130208,4,757.3178
11130208,16,6.447528
11130209,2,1.1496549
11130209,4,699.36786
11130209,16,2.1496549
11130210,2,18.034752
11130210,4,1013.9168
11130210,16,19.034752
11130301,2,0.46032947
11130301,4,557.49896
11130301,16,1.4603295
11130302,2,2.8131802
11130302,4,679.1135
11130302,16,3.8131802
11130303,2,12.927013
11130303,4,875.2881
11130303,16,13.927013
11130304,2,14.42221
11130304,4,1018.602
11130304,16,15.42221
11140101,2,12.986495
11140101,4,1043.0546
11140101,16,13.986495
11140102,2,6.0328107
11140102,4,1035.9077
11140102,16,7.0328107
11140103,2,16.95218
11140103,4,1097.8158
11140103,16,17.95218
11140104,2,13.326261
11140104,4,1057.9106
11140104,16,14.326261
11140105,2,24.361605
11140105,4,1205.3794
11140105,16,25.361605
11140106,2,10.415907
11140106,4,1154.9547
11140106,16,11.415907
11140107,2,35.315613
11140107,4,1243.8271
11140107,16,36.315613
11140108,2,34.11328
11140108,4,1403.3916
11140108,16,35.11328
11140109,2,33.280533
11140109,4,1283.0033
11140109,16,34.280533
11140201,2,12.267554
11140201,4,1143.8162
11140201,16,13.267554
11140202,2,1.5423498
11140202,4,1161.7455
11140202,16,2.5423498
11140203,2,33.3798
11140203,4,1177.4205
11140203,16,34.3798
11140204,2,14.25735
11140204,4,1148.9716
11140204,16,15.25735
11140205,2,30.113474
11140205,4,1163.8951
11140205,16,31.113474
11140206,2,11.474411
11140206,4,1171.4539
11140206,16,12.474411
11140207,2,25.197678
11140207,4,1285.2894
11140207,16,26.197678
11140208,2,22.429464
11140208,4,1277.1232
11140208,16,23.429464
11140209,2,27.287453
11140209,4,1241.119
11140209,16,28.287453
11140301,2,7.5245166
11140301,4,1031.6182
11140301,16,8.524516
11140302,2,13.032662
11140302,4,1115.5542
11140302,16,14.032662
11140303,2,7.3983707
11140303,4,1072.9464
11140303,16,8.398371
11140304,2,17.823614
11140304,4,1086.9784
11140304,16,18.823614
11140305,2,17.780186
11140305,4,1093.4346
11140305,16,18.780186
11140306,2,26.069113
11140306,4,1086.8672
11140306,16,27.069113
11140307,2,17.29302
11140307,4,1116.8961
11140307,16,18.29302
12010001,2,7.8678637
12010001,4,1031.6099
12010001,16,8.867864
12010002,2,16.030722
12010002,4,1133.5917
12010002,16,17.030722
12010003,2,9.955319
12010003,4,1067.0559
12010003,16,10.955319
12010004,2,23.374514
12010004,4,1222.3204
12010004,16,24.374514
12010005,2,20.584917
12010005,4,1301.492
12010005,16,21.584917
12020001,2,17.664782
12020001,4,1078.3264
12020001,16,18.664782
12020002,2,24.76225
12020002,4,1135.0916
12020002,16,25.76225
12020003,2,12.370747
12020003,4,1274.3386
12020003,16,13.370747
12020004,2,21.595427
12020004,4,1119.3531
12020004,16,22.595427
12020005,2,23.8584
12020005,4,1207.9501
12020005,16,24.8584
12020006,2,33.64926
12020006,4,1259.7542
12020006,16,34.64926
12020007,2,16.1531
12020007,4,1311.6741
12020007,16,17.1531
12030101,2,8.326552
12030101,4,829.8051
12030101,16,9.326552
12030102,2,6.826882
12030102,4,874.98773
12030102,16,7.826882
12030103,2,5.3009686
12030103,4,948.6702
12030103,16,6.3009686
12030104,2,3.7131171
12030104,4,913.47437
12030104,16,4.713117
12030105,2,2.871343
12030105,4,944.89233
12030105,16,3.871343
12030106,2,5.968594
12030106,4,968.9799
12030106,16,6.968594
12030107,2,6.5467277
12030107,4,1003.31445
12030107,16,7.5467277
12030108,2,4.540992
12030108,4,998.9277
12030108,16,5.540992
12030109,2,3.8446364
12030109,4,956.935
12030109,16,4.8446364
12030201,2,11.563235
12030201,4,1014.3831
12030201,16,12.563235
12030202,2,21.0314
12030202,4,1041.6526
12030202,16,22.0314
12030203,2,7.1476426
12030203,4,1257.641
12030203,16,8.147642
12040101,2,13.31389
12040101,4,1050.201
12040101,16,14.31389
12040102,2,11.311175
12040102,4,1069.9872
12040102,16,12.311175
12040103,2,26.054682
12040103,4,1103.1787
12040103,16,27.054682
12040104,2,2.8834732
12040104,4,1183.7524
12040104,16,3.8834732
12040201,2,0.26495752
12040201,4,1344.9473
12040201,16,1.2649575
12040202,2,0.08861492
12040202,4,1204.5865
12040202,16,1.088615
12040203,2,1.0907651
12040203,4,1240.8622
12040203,16,2.0907652
12040204,2,1.5193834
12040204,4,1176.4279
12040204,16,2.5193834
12040205,2,0.9865548
12040205,4,1114.3602
12040205,16,1.9865549
12050001,2,0.00093008246
12050001,4,396.08163
12050001,16,1.0009301
12050002,2,0.0010607739
12050002,4,409.93085
12050002,16,1.0010607
12050003,2,0.04522484
12050003,4,479.0695
12050003,16,1.0452248
12050004,2,0.15055043
12050004,4,498.50073
12050004,16,1.1505504
12050005,2,0.0023568633
12050005,4,439.31168
12050005,16,1.0023569
12050006,2,0.022871947
12050006,4,484.1251
12050006,16,1.022872
12050007,2,0.13108294
12050007,4,526.34247
12050007,16,1.1310829
12060101,2,0.7686748
12060101,4,602.3498
12060101,16,1.7686747
12060102,2,2.7034488
12060102,4,571.8613
12060102,16,3.7034488
12060103,2,0.32110742
12060103,4,582.3719
12060103,16,1.3211074
12060104,2,1.7569889
12060104,4,652.3758
12060104,16,2.756989
12060105,2,5.1906
12060105,4,642.2519
12060105,16,6.1906
12060201,2,13.184834
12060201,4,777.39594
12060201,16,14.184834
12060202,2,6.2214246
12060202,4,886.66406
12060202,16,7.2214246
12060203,2,3.8791184
12060203,4,850.303
12060203,16,4.8791184
12060204,2,6.7077823
12060204,4,819.47046
12060204,16,7.7077823
12070101,2,4.546047
12070101,4,925.1973
12070101,16,5.546047
12070102,2,15.834624
12070102,4,897.2105
12070102,16,16.834625
12070103,2,8.190464
12070103,4,949.76965
12070103,16,9.190464
12070104,2,2.1171508
12070104,4,1046.9794
12070104,16,3.1171508
12070201,2,4.2226677
12070201,4,760.66565
12070201,16,5.2226677
12070202,2,4.677603
12070202,4,762.0853
12070202,16,5.677603
12070203,2,7.800259
12070203,4,747.8435
12070203,16,8.80026
12070204,2,4.369077
12070204,4,838.9263
12070204,16,5.369077
12070205,2,8.44726
12070205,4,809.0339
12070205,16,9.44726
12080001,2,0.003680382
12080001,4,403.77527
12080001,16,1.0036803
12080002,2,0.08142754
12080002,4,481.26932
12080002,16,1.0814276
12080003,2,0.00010707376
12080003,4,365.18732
12080003,16,1.000107
12080004,2,0.0068713487
12080004,4,380.17786
12080004,16,1.0068713
12080005,2,0.0053454554
12080005,4,339.15045
12080005,16,1.0053455
12080006,2,0.011389661
12080006,4,398.08328
12080006,16,1.0113896
12080007,2,0.37630516
12080007,4,462.76047
12080007,16,1.3763052
12080008,2,2.0209167
12080008,4,528.68463
12080008,16,3.0209167
12090101,2,1.4866283
12090101,4,574.4836
12090101,16,2.4866283
12090102,2,0.2939183
12090102,4,472.1625
12090102,16,1.2939183
12090103,2,0.033071607
12090103,4,421.8925
12090103,16,1.0330716
12090104,2,0.075915076
12090104,4,475.30237
12090104,16,1.0759151
12090105,2,0.451382
12090105,4,542.21265
12090105,16,1.451382
12090106,2,4.3614793
12090106,4,623.0632
12090106,16,5.3614793
12090107,2,3.7671213
12090107,4,678.8139
12090107,16,4.7671213
12090108,2,2.3950756
12090108,4,639.72406
12090108,16,3.3950756
12090109,2,2.395305
12090109,4,552.9469
12090109,16,3.395305
12090110,2,2.7815711
12090110,4,584.1382
12090110,16,3.7815711
12090201,2,11.631162
12090201,4,672.1635
12090201,16,12.631162
12090202,2,1.3549678
12090202,4,485.2169
12090202,16,2.3549678
12090203,2,2.2199667
12090203,4,497.7635
12090203,16,3.2199667
12090204,2,4.947685
12090204,4,587.4971
12090204,16,5.947685
12090205,2,19.557472
12090205,4,825.13135
12090205,16,20.557472
12090206,2,12.973931
12090206,4,693.69104
12090206,16,13.973931
12090301,2,13.114198
12090301,4,881.9181
12090301,16,14.114198
12090302,2,3.0892725
12090302,4,973.22675
12090302,16,4.0892725
12090401,2,2.011701
12090401,4,1003.5415
12090401,16,3.011701
12090402,2,3.7421412
12090402,4,990.38605
12090402,16,4.7421412
12100101,2,7.4660563
12100101,4,878.2852
12100101,16,8.466057
12100102,2,9.244483
12100102,4,921.04254
12100102,16,10.244483
12100201,2,14.383689
12100201,4,709.8507
12100201,16,15.383689
12100202,2,9.395747
12100202,4,805.02295
12100202,16,10.395747
12100203,2,9.680297
12100203,4,834.96436
12100203,16,10.680297
12100204,2,8.294933
12100204,4,827.1904
12100204,16,9.294933
12100301,2,5.9751034
12100301,4,779.0045
12100301,16,6.9751034
12100302,2,11.174756
12100302,4,729.2431
12100302,16,12.174756
12100303,2,1.9507507
12100303,4,737.5716
12100303,16,2.9507508
12100304,2,4.58376
12100304,4,777.03314
12100304,16,5.58376
12100401,2,1.8704444
12100401,4,941.9811
12100401,16,2.8704445
12100402,2,2.2148454
12100402,4,893.44617
12100402,16,3.2148454
12100403,2,0.19991364
12100403,4,841.3863
12100403,16,1.1999136
12100404,2,1.5188223
12100404,4,818.34094
12100404,16,2.5188222
12100405,2,2.2709343
12100405,4,802.1625
12100405,16,3.2709343
12100406,2,4.2937417
12100406,4,771.12054
12100406,16,5.2937417
12100407,2,1.837541
12100407,4,748.68524
12100407,16,2.8375409
12110101,2,14.596409
12110101,4,602.04803
12110101,16,15.596409
12110102,2,3.8719685
12110102,4,537.4001
12110102,16,4.8719687
12110103,2,0.25966027
12110103,4,515.52734
12110103,16,1.2596602
12110104,2,0.13349853
12110104,4,505.49072
12110104,16,1.1334985
12110105,2,0.089312196
12110105,4,550.5782
12110105,16,1.0893122
12110106,2,9.216064
12110106,4,593.76697
12110106,16,10.216064
12110107,2,13.764963
12110107,4,630.4549
12110107,16,14.764963
12110108,2,0.07094504
12110108,4,564.692
12110108,16,1.070945
12110109,2,0.7969797
12110109,4,589.83923
12110109,16,1.7969798
12110110,2,0.9918321
12110110,4,666.0802
12110110,16,1.9918321
12110111,2,0.93679
12110111,4,669.58875
12110111,16,1.93679
12110201,2,1.6021273
12110201,4,727.747
12110201,16,2.6021273
12110202,2,0.35386306
12110202,4,726.02985
12110202,16,1.3538631
12110203,2,1.3192543
12110203,4,712.9032
12110203,16,2.3192542
12110204,2,0.8262362
12110204,4,637.1639
12110204,16,1.8262361
12110205,2,1.0776632
12110205,4,662.52765
12110205,16,2.0776632
12110206,2,0.8043675
12110206,4,572.9867
12110206,16,1.8043674
12110207,2,4.252056
12110207,4,613.0205
12110207,16,5.252056
12110208,2,0.7914066
12110208,4,638.5676
12110208,16,1.7914066
13010001,2,25.069153
13010001,4,655.9503
13010001,10,18.54276
13010001,12,20.768
13010001,16,26.069153
13010001,18,11.516
13010001,19,116.17077
13010002,1,2500.0
13010002,2,12.328048
13010002,4,500.0
13010002,9,9900.269
13010002,10,11.0598135
13010002,12,27.428
13010002,16,13.328048
13010002,18,11.156
13010002,19,123.3773
13010003,1,2750.0
13010003,2,7.7616186
13010003,4,350.05698
13010003,9,4681.98
13010003,10,8.093625
13010003,12,25.664
13010003,16,8.761619
13010003,18,10.49
13010003,19,113.01553
13010004,2,18.941534
13010004,4,365.39163
13010004,10,13.496318
13010004,12,24.584
13010004,16,19.941534
13010004,18,12.956
13010004,19,120.17296
13010005,2,12.84488
13010005,4,583.60394
13010005,10,17.37629
13010005,12,25.106
13010005,16,13.84488
13010005,18,14.324
13010005,19,112.40346
13020101,2,18.474823
13020101,4,419.6899
13020101,10,3.7446473
13020101,12,26.456
13020101,16,19.474823
13020101,18,16.538
13020101,19,147.88213
13020102,2,29.013262
13020102,4,432.87946
13020102,10,31.02352
13020102,12,23.054
13020102,16,30.013262
13020102,18,15.026
13020102,19,154.54228
13020201,2,13.6889305
13020201,4,322.0051
13020201,16,14.6889305
13020202,2,17.929396
13020202,4,399.5033
13020202,16,18.929396
13020203,2,4.628952
13020203,4,261.76855
13020203,16,5.628952
13020204,2,3.4164312
13020204,4,259.4408
13020204,16,4.4164314
13020205,2,4.599564
13020205,4,263.88608
13020205,16,5.599564
13020206,2,20.651138
13020206,4,303.96582
13020206,16,21.651138
13020207,2,13.346432
13020207,4,290.51144
13020207,16,14.346432
13020208,2,19.379515
13020208,4,342.89145
13020208,16,20.379515
13020209,2,7.6813383
13020209,4,287.2649
13020209,16,8.681338
13020210,2,2.0665324
13020210,4,267.89786
13020210,16,3.0665324
13020211,2,10.33105
13020211,4,276.27252
13020211,16,11.33105
13030101,2,15.595515
13030101,4,314.35522
13030101,16,16.595514
13030102,2,0.2443168
13030102,4,239.0318
13030102,16,1.2443168
13030103,2,0.4143992
13030103,4,242.35751
13030103,16,1.4143991
13030201,2,0.09146122
13030201,4,289.7793
13030201,16,1.0914612
13030202,2,2.372999
13030202,4,272.8888
13030202,16,3.372999
13040100,2,0.0029301478
13040100,4,222.13641
13040100,16,1.0029302
13040201,2,0.13027614
13040201,4,255.64772
13040201,16,1.1302761
13040202,2,0.15254056
13040202,4,325.42273
13040202,16,1.1525406
13040203,2,0.0028171726
13040203,4,241.18677
13040203,16,1.0028172
13040204,2,0.26863655
13040204,4,261.6248
13040204,16,1.2686366
13040205,2,0.14822896
13040205,4,242.1457
13040205,16,1.148229
13040206,2,0.4763476
13040206,4,276.27225
13040206,16,1.4763476
13040207,2,0.69686806
13040207,4,277.18442
13040207,16,1.6968681
13040208,2,0.0044018463
13040208,4,302.66495
13040208,16,1.0044018
13040209,2,0.04490773
13040209,4,298.17056
13040209,16,1.0449077
